업종명,허가(신고)일,업소명,소재지(도로명),소재지(지번),영업장면적,소재지전화,영업자시작일,우편번호(도로명),우편번호(지번),소재지시작일,업태명
휴게음식점,2016-05-10,루나모디카,서울특별시 강남구 역삼로77길 21  지상1층 (대치동),서울특별시 강남구 대치동 901번지 70호 지상1층 ,93.57,--,2016-05-10,6196,135-841,2016-05-10,커피숍
휴게음식점,2016-05-11,제이스킹커피 대치점,서울특별시 강남구 삼성로86길 18  1층 (대치동  우경빌딩),서울특별시 강남구 대치동 956번지  ,8,0707-8759-503,2016-05-11,6184,135-847,2016-05-11,커피숍
휴게음식점,2016-05-11,GS25역삼목화점,서울특별시 강남구 선릉로107길 17  1층 (역삼동),서울특별시 강남구 역삼동 684번지 21호  ,3.3,0250-1526-4,2016-05-11,6144,135-916,2016-05-11,편의점
휴게음식점,2016-05-12,지에스25 지에스타워점,서울특별시 강남구 테헤란로27길 12  1층 (역삼동),서울특별시 강남구 역삼동 678번지 11호  ,3.3,0102-3145-265,2016-05-12,6141,135-915,2016-05-12,편의점
휴게음식점,2016-05-12,히어이즈유어커피,서울특별시 강남구 삼성로 534  지상1층 (삼성동),서울특별시 강남구 삼성동 151번지 7호 지상1층 ,35.24,--,2016-05-12,6166,135-878,2016-05-12,커피숍
휴게음식점,2016-05-12,씨유 대치미니점(편의점),서울특별시 강남구 역삼로73길 13  1층 (대치동),서울특별시 강남구 대치동 901번지 32호  ,1,0106-7424-268,2016-05-12,6196,135-841,2016-05-12,편의점
휴게음식점,2016-05-12,지에스25 S학동역점,서울특별시 강남구 학동로 지하 180  지하2층 731-2001호 (논현동  7호선 학동역),서울특별시 강남구 논현동 279번지 67호 7호선 학동역 지하2층 731-2001호 ,55.45,0251-1684-8,2016-05-12,6112,135-010,2016-05-12,편의점
휴게음식점,2016-05-16,현대그린푸드 현대글로비스본사 카페,서울특별시 강남구 테헤란로 301  지상3층 (역삼동  삼정빌딩),서울특별시 강남구 역삼동 701번지 2호 삼정빌딩 지상3층 ,31.73,--,2016-05-16,6152,135-513,2016-05-16,커피숍
휴게음식점,2016-05-16,레커앤,서울특별시 강남구 봉은사로52길 6  지상1층 (역삼동),서울특별시 강남구 역삼동 682번지 6호 지상1층 ,100.92,0705-1126-002,2016-05-16,6143,135-916,2016-05-16,일반조리판매
휴게음식점,2016-05-16,웨이즈,서울특별시 강남구 언주로147길 36  1층 (논현동),서울특별시 강남구 논현동 64번지 9호  ,56,0251-5837-4,2016-05-16,6049,135-816,2016-05-16,커피숍
휴게음식점,2016-05-17,커피좋은날,서울특별시 강남구 학동로 지하 180  지하1층 731-1702호 (논현동  학동역),서울특별시 강남구 논현동 279번지 67호  ,16,0105-2505-991,2016-05-17,6112,135-010,2016-05-17,철도역구내
휴게음식점,2016-05-17,코리아세븐압구정본점,서울특별시 강남구 논현로157길 26  1층 (신사동),서울특별시 강남구 신사동 553번지 26호  ,86.7,010 -2504-5354,2016-05-17,6033,135-890,2016-05-17,편의점
휴게음식점,2016-05-18,지에스25 논현보람점,서울특별시 강남구 선릉로121길 15  1층 (논현동),서울특별시 강남구 논현동 254번지 22호  ,3.3,0105-5120-999,2016-05-18,6100,135-832,2016-05-18,편의점
휴게음식점,2016-05-18,샐러디 삼성점,서울특별시 강남구 삼성로96길 6  1층 101-1호 (삼성동  LG트윈텔1),서울특별시 강남구 삼성동 157번지 8호  ,55.4,0109-0202-920,2016-05-18,6168,135-880,2016-05-18,패스트푸드
휴게음식점,2016-05-19,사이마켓,서울특별시 강남구 밤고개로26길 50  1층 103호 (율현동  강남 한신휴플러스 6단지),서울특별시 강남구 율현동 336번지  ,1.5,0106-8551-369,2016-05-19,6377,135-210,2016-05-19,커피숍
휴게음식점,2016-05-20,GS25 S청담역2점,서울특별시 강남구 학동로 지하 508  지하3층 E-2호 (청담동  청담역),서울특별시 강남구 청담동 77번지 76호  ,3.3,0109-0097-282,2016-05-20,6084,135-100,2016-05-20,편의점
휴게음식점,2016-05-23,폴바셋 롯데강남점,서울특별시 강남구 도곡로 401  신관 1층 (대치동  롯데백화점),서울특별시 강남구 대치동 937번지  ,123.97,1899-8829-,2016-05-23,6206,135-998,2016-05-23,커피숍
휴게음식점,2016-05-23,커피브루(COFFEE BRU),서울특별시 강남구 개포로22길 47  1층 103호 (개포동),서울특별시 강남구 개포동 1201번지  ,44,0109-9538-053,2016-05-23,6311,135-962,2016-05-23,커피숍
휴게음식점,2016-05-24,CU자곡힐스테이트점,서울특별시 강남구 자곡로3길 21  지하2층 (자곡동),서울특별시 강남구 자곡동 619번지  ,10,0102-0426-161,2016-05-24,6374,135-200,2016-05-24,편의점
휴게음식점,2016-05-25,고주스,서울특별시 강남구 삼성로119길 25  지상1층 103호 (삼성동),서울특별시 강남구 삼성동 25번지 3호 지상1층 103호 ,15,0234-4795-95,2016-05-25,6094,135-864,2016-05-25,커피숍
휴게음식점,2016-05-25,GS25 강남쌍용점,서울특별시 강남구 테헤란로4길 46  1층 (역삼동  쌍용플래티넘밸류),서울특별시 강남구 역삼동 826번지 37호  ,1.5,0255-4838-1,2016-05-25,6241,135-935,2016-05-25,편의점
휴게음식점,2016-05-26,분식의신 강남구청역점,서울특별시 강남구 학동로 346  지하2층 (삼성동  7호선 강남구청역 730-2706),    ,55,02  -6404-8285,2016-05-26, , ,2016-05-26,일반조리판매
휴게음식점,2016-05-26,파쪼카페(PAZZO Caffe),서울특별시 강남구 언주로97길 7  1층 (역삼동),서울특별시 강남구 역삼동 675번지  ,16.5,0102-4848-239,2016-05-26,6139,135-915,2016-05-26,커피숍
휴게음식점,2016-05-26,세븐일레븐 대치선릉로점,서울특별시 강남구 역삼로67길 25  1층 (대치동),서울특별시 강남구 대치동 900번지 25호  ,6.6,0250-1903-5,2016-05-26,6197,135-840,2016-05-26,편의점
휴게음식점,2016-05-26,에그번,서울특별시 강남구 봉은사로30길 74  지상1층 (역삼동),서울특별시 강남구 역삼동 668번지 24호 지상1층 ,33,--,2016-05-26,6140,135-914,2016-05-26,커피숍
휴게음식점,2016-05-27,지에스25역삼파크점,서울특별시 강남구 도곡로 209  지상1층 (역삼동),서울특별시 강남구 역삼동 788번지 32호 지상1층 ,3.3,--,2016-05-27,6231,135-515,2016-05-27,편의점
휴게음식점,2016-05-27,압구정로데오역점,서울특별시 강남구 압구정로 지하 402  지하1층 (압구정동  압구정로데오역),서울특별시 강남구 압구정동 495번지 압구정로데오역 지하1층 ,35,--,2016-05-27,6014,135-906,2016-05-27,철도역구내
휴게음식점,2016-05-27,코미코미,서울특별시 강남구 삼성로 212  1층 A-151호 (대치동  은마상가),서울특별시 강남구 대치동 316번지  ,10,0103-4973-253,2016-05-27,6284,135-835,2016-05-27,커피숍
휴게음식점,2016-05-27,제이스킹커피 강남역1호점,서울특별시 강남구 강남대로84길 15  1층 104호 (역삼동),서울특별시 강남구 역삼동 825번지 24호  ,13.2,010 -3740-0161,2016-07-11,6232,135-934,2016-05-27,커피숍
휴게음식점,2016-05-30,모노치즈,서울특별시 강남구 남부순환로359길 13  1층 (도곡동),서울특별시 강남구 도곡동 955번지 7호  ,8.5,070 -8987-7733,2016-05-30,6267,135-860,2016-05-30,일반조리판매
휴게음식점,2016-05-30,한우가만두,서울특별시 강남구 도산대로 442  지하1층 (청담동  피엔폴루스),서울특별시 강남구 청담동 4번지 1호 피엔폴루스 지하1층 ,30,--,2016-05-30,6062,135-948,2016-05-30,백화점
휴게음식점,2016-05-30,프루토선릉점,서울특별시 강남구 테헤란로52길 16  지하1층 7호 (역삼동  테헤란아이파크상가),서울특별시 강남구 역삼동 709번지  ,21.3,010 -4078-5744,2016-05-30,6213,135-919,2016-05-30,커피숍
휴게음식점,2016-05-30,비틀주스홍씨내,서울특별시 강남구 자곡로 120  지상1층 101~103호 (자곡동  세곡드림시티),서울특별시 강남구 자곡동 638번지 세곡드림시티 지상1층 101~103호 ,116.55,--,2016-05-30,6373,135-200,2016-05-30,커피숍
휴게음식점,2016-05-31,(주)커피빈코리아 대치동나무병원점,서울특별시 강남구 영동대로 225  1층 (대치동),서울특별시 강남구 대치동 994번지 5호  ,125,02  -562 -9605,2016-05-31,6283,135-501,2016-05-31,커피숍
휴게음식점,2016-05-31,씨유강남자곡점,서울특별시 강남구 자곡로 175  상가동 지상1층 101호 (자곡동  LH강남아이파크),서울특별시 강남구 자곡동 602번지 LH강남아이파크 상가동 지상1층 101호 ,3.3,--,2016-05-31,6372,135-200,2016-05-31,편의점
휴게음식점,2016-06-01,지에스25역삼햇살점,서울특별시 강남구 논현로 412  지상1층 104호 (역삼동),서울특별시 강남구 역삼동 727번지 14호 지상1층 104호 ,3.3,--,2016-06-01,6224,135-921,2016-06-01,편의점
휴게음식점,2016-06-01,바운싱휘트니스,서울특별시 강남구 언주로 874  지하1층 (신사동  쌍봉빌딩),서울특별시 강남구 신사동 638번지 13호  ,16,010 -9501-5320,2016-06-01,6017,135-896,2016-06-01,커피숍
휴게음식점,2016-06-01,토마토텐(tomato TEN),서울특별시 강남구 역삼로 458  2층 (대치동  영미빌딩),서울특별시 강남구 대치동 912번지 10호  ,140.69,0255-4264-4,2016-06-01,6202,135-997,2016-06-01,커피숍
휴게음식점,2016-06-02,지에스25 역삼행복점,서울특별시 강남구 언주로67길 34  1층 (역삼동),서울특별시 강남구 역삼동 778번지 6호  ,3.3,0105-2293-301,2016-06-02,6226,135-928,2016-06-02,편의점
휴게음식점,2016-06-02,세븐일레븐 역삼한은점,서울특별시 강남구 테헤란로 204  1층 (역삼동),서울특별시 강남구 역삼동 718번지  ,1,0107-4744-977,2016-06-02,6220,135-920,2016-06-02,편의점
휴게음식점,2016-06-02,위드미편의점,서울특별시 강남구 역삼로 531  1층 (대치동),서울특별시 강남구 대치동 953번지 15호  ,6.6,02  -552 -1907,2016-06-02,6184,135-847,2016-06-02,편의점
휴게음식점,2016-06-03,씨유 논현역점,서울특별시 강남구 강남대로 570  1층 (논현동),서울특별시 강남구 논현동 49번지  ,6.6,0254-5125-5,2016-06-03,6044,135-814,2016-06-03,편의점
휴게음식점,2016-06-03,고트레,서울특별시 강남구 도곡로 251  1층 (역삼동),서울특별시 강남구 역삼동 785번지 16호  ,66,02  -540 -7173,2016-06-03,6230,135-515,2016-10-28,커피숍
휴게음식점,2016-06-08,크라운 커피,서울특별시 강남구 역삼로 136  지상1층 (역삼동),서울특별시 강남구 역삼동 834번지 44호 지상1층 ,132,  02- 566-7570,2016-06-08,6250,135-569,2016-06-08,커피숍
휴게음식점,2016-06-08,빌리엔젤,서울특별시 강남구 영동대로 513  1층 B003호 (삼성동  코엑스몰),서울특별시 강남구 삼성동 159번지  ,106.98,0251-2625-7,2016-06-08,6164,135-090,2016-06-08,백화점
휴게음식점,2016-06-09,룰루케이터링,서울특별시 강남구 봉은사로16길 31  지상1층 (역삼동),서울특별시 강남구 역삼동 614번지 7호  ,64.3,0103-4709-189,2016-06-09,6127,135-907,2016-06-09,일반조리판매
휴게음식점,2016-06-09,쥬씨 개포동역점,서울특별시 강남구 개포로 508  1층 108호 (개포동  소망빌딩),서울특별시 강남구 개포동 186번지 15호  ,27.17,010 -9979-0405,2016-06-09,6329,135-994,2016-06-09,커피숍
휴게음식점,2016-06-10,달씨,서울특별시 강남구 테헤란로 124  지하1층 111호 (역삼동),서울특별시 강남구 역삼동 823번지  ,153.81,0109-7007-054,2017-02-10,6234,135-933,2016-06-10,기타 휴게음식점
휴게음식점,2016-06-13,세븐일레븐 개포타운점B,서울특별시 강남구 선릉로4길 5  지상1층 1 2호 (개포동),서울특별시 강남구 개포동 158번지 11호 지상1층1 2호 ,3.3,--,2016-06-13,6325,135-802,2016-06-13,편의점
휴게음식점,2016-06-13,세븐일레븐 도곡스타점,서울특별시 강남구 남부순환로355길 9  1층 (도곡동),서울특별시 강남구 도곡동 954번지 18호 1층 ,3.3,--,2016-06-13,6267,135-860,2016-06-13,편의점
휴게음식점,2016-06-13,엘리스파이,서울특별시 강남구 압구정로 165  지하1층 (압구정동  현대백화점본점),서울특별시 강남구 압구정동 429번지  ,2.5,0107-2629-403,2016-06-13,6001,135-900,2016-06-13,백화점
휴게음식점,2016-06-13,GS25강남영동점,서울특별시 강남구 논현로149길 50  1층 (논현동),서울특별시 강남구 논현동 5번지 19호  ,3.3,0108-3986-196,2016-06-13,6039,135-812,2016-06-13,편의점
휴게음식점,2016-06-14,지에스25 도곡신호점,서울특별시 강남구 도곡로 184  지상1층 101호 (도곡동),서울특별시 강남구 도곡동 544번지 지상1층 101호 ,6.6,--,2016-06-14,6261,135-857,2016-06-14,편의점
휴게음식점,2016-06-14,쥬스스타,서울특별시 강남구 봉은사로51길 5  지하1층 (논현동),서울특별시 강남구 논현동 278번지 16호 지하1층 ,25.04,--,2016-06-14,6103,135-833,2016-06-14,커피숍
휴게음식점,2016-06-15,커피식스 쥬스식스 역삼중앙점,서울특별시 강남구 언주로85길 14  1층 101호 (역삼동),서울특별시 강남구 역삼동 720번지 22호  ,78.15,0104-9408-651,2016-06-15,6221,135-920,2016-06-15,커피숍
휴게음식점,2016-06-15,(주)보나비아티제 역삼역점,서울특별시 강남구 테헤란로 203  2층 (역삼동),서울특별시 강남구 역삼동 679번지 4호  ,288.46,010 -3308-3698,2016-06-15,6141,135-916,2016-06-15,커피숍
휴게음식점,2016-06-15,쥬스팩토리 대치점,서울특별시 강남구 삼성로63길 25  1층 102호 (대치동),서울특별시 강남구 대치동 933번지 11호  ,31.41,0102-3840-448,2016-12-09,6208,135-998,2016-06-15,기타 휴게음식점
휴게음식점,2016-06-16,비공이,서울특별시 강남구 논현로106길 16  지하1층 B02호 (역삼동),서울특별시 강남구 역삼동 657번지 4호  ,36.98,0109-5114-405,2016-06-16,6136,135-913,2016-06-16,커피숍
휴게음식점,2016-06-16,록키마운틴초콜릿팩토리,서울특별시 강남구 논현로175길 101-5  1층 (신사동),서울특별시 강남구 신사동 525번지 23호  ,99.1,070 -4445-0764,2016-06-16,6028,135-888,2016-06-16,커피숍
휴게음식점,2016-06-17,세븐일레븐 대치삼화점B,서울특별시 강남구 테헤란로114길 20  1층 101호 (대치동),서울특별시 강남구 대치동 999번지 2호  ,3.3,02  -3452-9992,2016-06-17,6175,135-502,2016-06-17,편의점
휴게음식점,2016-06-17,티로즈 (Cafe TRose),서울특별시 강남구 도산대로55길 37  1층 (청담동),서울특별시 강남구 청담동 84번지 14호  ,66,0254-3111-7,2016-06-17,6014,135-954,2016-06-17,커피숍
휴게음식점,2016-06-17,그라운드 오리진,서울특별시 강남구 밤고개로23길 16  지하1층 (율현동),서울특별시 강남구 율현동 196번지 33호  ,65,0103-3021-144,2016-06-17,6378,135-210,2016-06-17,커피숍
휴게음식점,2016-06-17,후르츠 바스켓,서울특별시 강남구 선릉로72길 44  1층 (대치동),서울특별시 강남구 대치동 917번지 1호  ,29.75,0109-4282-344,2016-06-17,6200,135-843,2016-06-17,일반조리판매
휴게음식점,2016-06-17,빙빙(Bing Bing),서울특별시 강남구 학동로43길 38  지하1층 B163호 (논현동  논현웰스톤),서울특별시 강남구 논현동 108번지  ,14.82,0102-3472-196,2016-08-08,6059,135-820,2016-08-08,커피숍
휴게음식점,2016-06-20,쥬스팩토리 양재역점,서울특별시 강남구 남부순환로 2609  1층 102-2호 (도곡동),서울특별시 강남구 도곡동 957번지 14호  ,18.15,  02- 576-1102,2016-09-19,6267,135-860,2016-06-20,커피숍
휴게음식점,2016-06-20,닥터쥬스 강남점,서울특별시 강남구 강남대로 지하 396  B-26호 (역삼동  강남역지하쇼핑센터),서울특별시 강남구 역삼동 858번지  ,16.59,0102-5009-514,2016-06-20,6232,135-080,2016-06-20,커피숍
휴게음식점,2016-06-20,(주)한스제과 코엑스점,서울특별시 강남구 테헤란로87길 22  지하1층 Q108호 (삼성동  한국도심공항터미널),서울특별시 강남구 삼성동 159번지 6호  ,79.66,0255-5595-2,2016-06-20,6164,135-090,2016-06-20,커피숍
휴게음식점,2016-06-21,구카페 (9 CAFE),서울특별시 강남구 논현로 412  1층 107호 (역삼동),서울특별시 강남구 역삼동 727번지 14호  ,39.66,0109-6554-449,2016-06-21,6224,135-921,2016-06-21,커피숍
휴게음식점,2016-06-21,스타벅스커피 압구정점,서울특별시 강남구 압구정로30길 17  1층 108 109 110호 (신사동  이소니프라자),서울특별시 강남구 신사동 609번지  ,275.09,0230-1512-28,2016-06-21,6022,135-894,2016-06-21,다방
휴게음식점,2016-06-21,스트라커피,서울특별시 강남구 도산대로37길 10  1층 (신사동),서울특별시 강남구 신사동 629번지  ,20,010 -9260-5587,2016-06-21,6026,135-895,2016-06-21,커피숍
휴게음식점,2016-06-21,롯데프리미엄푸드마켓 도곡점,서울특별시 강남구 언주로30길 21  A동 지하1층 (도곡동  아카데미스위트),서울특별시 강남구 도곡동 467번지 7호  ,50.42,0222-9056-00,2016-06-21,6292,135-856,2016-06-21,기타 휴게음식점
휴게음식점,2016-06-22,하라고커피숍,서울특별시 강남구 도산대로83길 40  1층 (청담동),서울특별시 강남구 청담동 112번지 14호  ,70,070 -5129-5201,2016-06-22,6011,135-955,2016-06-22,커피숍
휴게음식점,2016-06-22,셀렉토커피 논현점,서울특별시 강남구 학동로 114  1층 (논현동),서울특별시 강남구 논현동 122번지 2호  ,46.2,0106-7118-445,2016-06-22,6110,135-822,2016-06-22,커피숍
휴게음식점,2016-06-22,지에서25논현대지본점,서울특별시 강남구 강남대로124길 5  1층 101호 (논현동),서울특별시 강남구 논현동 143번지 26호  ,6,02  -547 -3479,2016-06-22,6114,135-825,2016-06-22,편의점
휴게음식점,2016-06-23,에이아이(AI),서울특별시 강남구 강남대로110길 32  1층 (역삼동),서울특별시 강남구 역삼동 616번지 4호  ,115.5,0109-4572-588,2016-06-23,6124,135-907,2016-06-23,커피숍
휴게음식점,2016-06-23,쥬스가라바,서울특별시 강남구 테헤란로8길 28  1층 (역삼동),서울특별시 강남구 역삼동 827번지 49호  ,10,0704-1248-188,2016-06-23,6240,135-935,2016-06-23,커피숍
휴게음식점,2016-06-23,더치앤빈 수서현대벤처빌점,서울특별시 강남구 밤고개로1길 10  지하2층 229호 (수서동  현대벤처빌),서울특별시 강남구 수서동 713번지  ,23,--,2017-04-04,6349,135-884,2016-06-23,커피숍
휴게음식점,2016-06-23,트랜드앤코,서울특별시 강남구 도산대로6길 8  지하1층 (논현동),서울특별시 강남구 논현동 2번지 13호  ,59.5,010 -6479-3897,2016-06-23,6038,135-811,2016-06-23,커피숍
휴게음식점,2016-06-23,카페데플뢰르도곡점,서울특별시 강남구 언주로30길 21  지하1층 (도곡동  롯데프리미엄푸드마켓도곡점 내),서울특별시 강남구 도곡동 467번지 7호  ,26.44,02  -462 -9060,2016-06-23,6292,135-856,2016-06-23,커피숍
휴게음식점,2016-06-24,구카페(9CAFE),서울특별시 강남구 강남대로62길 11  1층 (역삼동),서울특별시 강남구 역삼동 837번지 23호  ,35.74,02  -538 -5742,2016-06-24,6253,135-937,2016-06-24,커피숍
휴게음식점,2016-06-24,킹콩쥬스앤커피(대치학원가점),서울특별시 강남구 삼성로61길 22  지상1층 103호 (대치동),서울특별시 강남구 대치동 932번지 4호 지상1층 103호 ,79.33,--,2016-06-24,6209,135-998,2016-06-24,기타 휴게음식점
휴게음식점,2016-06-24,피크피씨방,서울특별시 강남구 압구정로 334  지하1층 (신사동),서울특별시 강남구 신사동 660번지 8호  ,8,0251-6444-5,2016-06-24,6018,135-897,2016-06-24,기타 휴게음식점
휴게음식점,2016-06-27,구카페강남2호점,서울특별시 강남구 강남대로66길 14  1층 101호 (역삼동  강남역와이즈플레이스),서울특별시 강남구 역삼동 837번지 13호  ,33.3,02  -554 -5742,2016-06-27,6253,135-937,2016-06-27,커피숍
휴게음식점,2016-06-27,카페 루앤비(역삼점),서울특별시 강남구 도곡로37길 38  1층 102호 (역삼동),서울특별시 강남구 역삼동 779번지 1호  ,69.73,0108-9462-168,2016-06-27,6226,135-928,2016-06-27,커피숍
휴게음식점,2016-06-27,포라비(FOLABI),서울특별시 강남구 삼성로103길 22  지상1층 제1-2호 (삼성동),서울특별시 강남구 삼성동 122번지 30호 지상1층 제1-2호 ,47.07,--,2016-06-27,6155,135-509,2016-06-27,커피숍
휴게음식점,2016-06-28,커피쉬,서울특별시 강남구 역삼로52길 14  1층 113호 (역삼동  도곡프리자),서울특별시 강남구 역삼동 754번지 2호  ,16.87,0103-1475-615,2016-06-28,6216,135-926,2016-06-28,커피숍
휴게음식점,2016-06-28,다사랑 실버카페,서울특별시 강남구 도산대로53길 5  1층 (신사동  압구정노인복지센터),서울특별시 강남구 신사동 652번지 13호  ,3.3,0254-8989-8,2016-06-28,6019,135-897,2016-06-28,기타 휴게음식점
휴게음식점,2016-06-28,세븐일레븐 매봉역점,서울특별시 강남구 논현로38길 46  1층 (도곡동),서울특별시 강남구 도곡동 419번지 10호  ,3.3,1577-0711-,2016-06-28,6296,135-854,2016-06-28,편의점
휴게음식점,2016-06-29,코피발리커피전문점,서울특별시 강남구 논현로 658  1층 (논현동),서울특별시 강남구 논현동 215번지 9호  ,9,02  -3443-2080,2016-06-29,6105,135-829,2016-06-29,커피숍
휴게음식점,2016-06-29,주식회사 에쓰디지 강남지점,서울특별시 강남구 도곡로 501  1층 102호 (대치동),서울특별시 강남구 대치동 988번지 14호  ,61,02  -569 -9240,2016-12-27,6191,135-849,2016-06-29,기타 휴게음식점
휴게음식점,2016-06-29,씨즈앤베리,서울특별시 강남구 선릉로90길 10  B동 지하2층 제BB202-1호 (대치동  샹제리제센터),서울특별시 강남구 대치동 889번지 47호 샹제리제센터 B동 지하2층 제BB202-1호 ,61.4,0253-8965-9,2016-06-29,6192,135-839,2016-06-29,커피숍
휴게음식점,2016-06-30,커피식스 쥬스식스 강남을지병원사거리점,서울특별시 강남구 논현로151길 7  1층 (신사동),서울특별시 강남구 신사동 563번지 22호  ,8.25,0251-8228-9,2016-06-30,6037,135-891,2016-06-30,커피숍
휴게음식점,2016-06-30,카페 더 케익,서울특별시 강남구 강남대로114길 13  1층 (논현동  광명빌딩),서울특별시 강남구 논현동 184번지 22호  ,28,02  -546 -5464,2016-11-30,6120,135-827,2016-06-30,커피숍
휴게음식점,2016-06-30,세븐일레븐 롯데캐논점,서울특별시 강남구 테헤란로 607  1층 (삼성동  캐논케이타워),서울특별시 강남구 삼성동 168번지 12호  ,6.6,02  -3284-8129,2016-06-30,6173,135-882,2016-06-30,편의점
휴게음식점,2016-07-01,크리스피크림 강남역지하쇼핑센터점,서울특별시 강남구 강남대로 지하 396  지하1층 북-6호 (역삼동  강남역지하쇼핑센터),서울특별시 강남구 역삼동 804번지  ,16.04,0108-8622-000,2016-07-01,6232,135-080,2016-07-01,기타 휴게음식점
휴게음식점,2016-07-01,제스티크랭크,서울특별시 강남구 논현로159길 22-1  1층 101호 (신사동),서울특별시 강남구 신사동 567번지 35호  ,86.64,0105-4752-146,2016-07-01,6031,135-891,2016-07-01,기타 휴게음식점
휴게음식점,2016-07-01,GS25 대치대명,서울특별시 강남구 영동대로85길 17  지하1층 B122호 (대치동  우정에쉐르),서울특별시 강남구 대치동 950번지  ,3.3,0255-6906-2,2016-07-01,6183,135-847,2016-07-01,편의점
휴게음식점,2016-07-01,대만언니 대왕카스테라 강남역점,서울특별시 강남구 테헤란로 101  지하1층 B-1-1호 (역삼동  강남역지하쇼핑센터),서울특별시 강남구 역삼동 821번지  ,24.49,0245-7710-0,2016-07-01,6134,135-933,2016-07-01,기타 휴게음식점
휴게음식점,2016-07-01,푸드몬스터,서울특별시 강남구 언주로114길 17  지상2층 205호 (논현동),서울특별시 강남구 논현동 273번지 16호 지상2층 205호 ,12,--,2016-07-01,6102,135-833,2016-07-01,일반조리판매
휴게음식점,2016-07-04,마노핀 강남지하상가점,서울특별시 강남구 강남대로 지하 396  지하1층 B-13호 (역삼동  강남역),서울특별시 강남구 역삼동 804번지  ,35.11,0259-0956-5,2016-07-04,6232,135-080,2016-07-04,일반조리판매
휴게음식점,2016-07-04,놀숲 강남역점,서울특별시 강남구 강남대로98길 17  1층 (역삼동),서울특별시 강남구 역삼동 620번지 9호  ,33,0107-1055-846,2016-07-04,6129,135-908,2016-07-04,커피숍
휴게음식점,2016-07-06,맘마미아쿡,서울특별시 강남구 학동로43길 17  4층 (논현동),서울특별시 강남구 논현동 114번지 24호  ,89,0105-6622-030,2016-07-06,6058,135-821,2016-07-06,기타 휴게음식점
휴게음식점,2016-07-06,헤일리스카페,서울특별시 강남구 논현로157길 20  지상1층 (신사동),서울특별시 강남구 신사동 566번지 10호 지상1층 ,98.39,--,2016-07-06,6032,135-891,2016-07-06,커피숍
휴게음식점,2016-07-06,지에스25 개포미래점,서울특별시 강남구 개포로 244  지상1층 (개포동),서울특별시 강남구 개포동 1212번지 지상1층 ,6,--,2016-07-06,6309,135-962,2016-07-06,편의점
휴게음식점,2016-07-06,지에스25 압구정역점,서울특별시 강남구 압구정로28길 18  지상1층 (신사동),서울특별시 강남구 신사동 577번지 12호 지상1층 ,3.3,--,2016-07-06,6030,135-891,2016-07-06,편의점
휴게음식점,2016-07-07,카페시소 개포점,서울특별시 강남구 개포로22길 9  지상1층 (개포동),서울특별시 강남구 개포동 1218번지 29호 지상1층 ,72.77,--,2016-07-07,6308,135-962,2016-07-07,커피숍
휴게음식점,2016-07-07,서울시립청소년드림센터(꿈꾸는 드림카페),서울특별시 강남구 봉은사로114길 43  4층 (삼성동),서울특별시 강남구 삼성동 171번지 1호  ,66,0220-5186-00,2016-07-07,6171,135-882,2016-07-07,커피숍
휴게음식점,2016-07-07,핸드폰마을,서울특별시 강남구 압구정로 150  1층 (신사동),서울특별시 강남구 신사동 574번지 3호  ,11.5,0251-7747-0,2016-07-07,6030,135-891,2016-07-07,기타 휴게음식점
휴게음식점,2016-07-07,(주)무테키야,서울특별시 강남구 논현로105길 21  1층 (역삼동),서울특별시 강남구 역삼동 610번지 1호  ,72.76,0109-2714-319,2016-07-07,6127,135-907,2016-07-07,일반조리판매
휴게음식점,2016-07-07,자바카페,서울특별시 강남구 언주로 858  지상1층 (신사동  자생한방병원(본관)),서울특별시 강남구 신사동 635번지 자생한방병원(본관) 지상1층 ,22.17,0215-6600-06,2016-07-07,6017,135-896,2016-07-07,커피숍
휴게음식점,2016-07-08,구카페역삼1호점,서울특별시 강남구 테헤란로21길 6  1층 (역삼동),서울특별시 강남구 역삼동 646번지 22호  ,42.1,02  -539 -9978,2016-07-08,6132,135-911,2016-07-08,커피숍
휴게음식점,2016-07-08,구카페선릉1호점,서울특별시 강남구 선릉로94길 3  1층 (삼성동),서울특별시 강남구 삼성동 140번지 26호  ,31,02  -556 -1030,2016-07-08,6161,135-875,2016-07-08,커피숍
휴게음식점,2016-07-08,에스시티 스터디카페 협동조합,서울특별시 강남구 압구정로 113-22  2층 4-1  5호 (압구정동  미성상가),서울특별시 강남구 압구정동 415번지  ,44.55,02  -540 -2318,2016-07-08,6000,135-899,2016-07-08,커피숍
휴게음식점,2016-07-08,록키마운틴초콜릿팩토리,서울특별시 강남구 삼성로 314  1층 (대치동  보양빌딩),서울특별시 강남구 대치동 988번지  ,337,0704-4450-764,2016-07-08,6191,135-849,2016-07-08,기타 휴게음식점
휴게음식점,2016-07-08,도미노피자 개포점,서울특별시 강남구 논현로 58  1층 (개포동),서울특별시 강남구 개포동 1228번지 3호  ,27.6,0269-5430-85,2016-07-08,6312,135-963,2016-07-08,패스트푸드
휴게음식점,2016-07-12,쥬씨 청담역점,서울특별시 강남구 영동대로 647  1층 104호 (삼성동),서울특별시 강남구 삼성동 58번지 2호  ,17.94,010 -8686-0911,2016-07-12,6085,135-870,2016-07-12,커피숍
